geoname_fips,count
NULL,1636985
00000,53076
01001,3
01003,46
01005,14
01007,1
01009,27
01011,1
01013,4
01015,117
01017,33
01019,17
01021,7
01023,6
01025,1
01029,1
01031,54
01033,9
01035,6
01037,1
01039,7
01041,5
01043,49
01045,9
01047,33
01049,51
01051,74
01053,50
01055,4
01057,6
01059,4
01061,2
01063,1
01065,2
01067,1
01069,766
01071,4
01073,3469
01077,25
01079,1
01081,398
01083,6
01085,6
01087,3
01089,1045
01091,4
01093,1
01095,106
01097,525
01099,7
01101,575
01103,134
01105,3
01107,1
01109,54
01111,2
01113,38
01115,4
01117,258
01119,6
01121,8
01123,43
01125,936
01127,25
01129,11
02013,2
02020,1336
02050,1
02068,1
02090,189
02105,11
02110,16
02122,58
02130,17
02150,9
02164,35
02170,247
02180,112
02185,2
02188,1
02195,1
02220,2
02240,1
02261,22
02282,35
02290,1
04001,44
04003,620
04005,320
04007,48
04009,46
04012,9
04013,12432
04015,300
04017,74
04019,1624
04021,130
04023,11
04025,246
04027,145
05001,3
05003,4
05005,35
05007,41
05009,39
05013,22
05015,1
05017,2
05019,5
05021,1
05025,4
05027,4
05031,184
05035,3
05043,5
05045,219
05049,1
05051,170
05053,1
05055,20
05059,15
05063,12
05069,39
05073,13
05077,4
05079,1
05081,8
05083,2
05085,48
05087,13
05089,21
05091,12
05097,1
05103,9
05107,1
05109,62
05111,1
05113,5
05115,47
05119,1811
05123,7
05125,3
05127,13
05131,262
05133,1
05135,4
05137,20
05139,46
05141,12
05143,995
05145,38
05149,15
06001,5870
06003,1
06005,4
06007,300
06009,44
06011,16
06013,2289
06015,20
06017,631
06019,1404
06021,2
06023,84
06025,1902
06027,13
06029,856
06031,152
06033,8
06035,19
06037,33908
06039,158
06041,1002
06043,1
06045,156
06047,211
06051,22
06053,787
06055,261
06057,50
06059,15223
06061,865
06063,4
06065,3128
06067,4328
06069,1
06071,2421
06073,8793
06075,7005
06077,510
06079,958
06081,2853
06083,1708
06085,18256
06087,973
06089,349
06091,7
06093,43
06095,641
06097,928
06099,722
06101,115
06103,1
06105,2
06107,213
06109,8
06111,1243
06113,1067
06115,13
08001,428
08003,36
08005,1067
08011,31
08013,1339
08014,44
08015,8
08017,3
08029,12
08031,2570
08035,3295
08037,15
08039,1
08041,1539
08043,41
08045,29
08049,25
08051,26
08055,13
08059,1227
08065,3
08067,103
08069,1286
08071,9
08073,20
08075,16
08077,201
08081,8
08083,9
08085,41
08087,30
08089,42
08091,4
08095,6
08097,86
08099,1
08101,172
08107,50
08109,2
08113,32
08115,2
08117,68
08119,18
08123,313
08125,7
09001,2593
09003,3215
09005,401
09007,136
09009,2421
09011,191
09013,337
09015,227
10001,136
10003,544
10005,120
11001,31128
12001,1985
12003,10
12005,253
12007,4
12009,730
12011,4382
12013,65
12015,20
12017,153
12019,74
12021,160
12023,34
12027,1
12031,2210
12033,919
12035,111
12037,2
12039,18
12043,1
12045,25
12047,2
12051,4
12053,221
12055,21
12057,2481
12059,1
12061,67
12063,9
12069,381
12071,1017
12073,1399
12077,2
12079,2
12081,329
12083,186
12085,33
12086,6042
12087,61
12089,2
12091,20
12093,12
12095,4830
12097,388
12099,1478
12101,422
12103,1777
12105,2485
12107,34
12109,56
12111,86
12113,135
12115,730
12117,798
12119,45
12121,253
12123,53
12127,1788
12131,18
13005,20
13007,1
13009,93
13013,112
13015,7
13017,521
13019,1
13021,588
13023,2
13025,16
13027,1
13029,16
13031,171
13039,21
13043,21
13045,124
13047,27
13051,636
13055,55
13057,138
13059,5542
13063,408
13067,25331
13069,57
13071,1
13073,5
13077,159
13081,2
13083,8
13087,3
13089,3290
13091,45
13095,142
13097,17
13099,4
13103,47
13105,18
13107,2
13109,1
13111,22
13113,19
13115,65
13117,24
13119,2
13121,12730
13123,89
13127,11
13129,17
13131,4
13133,4
13135,1626
13137,91
13139,176
13143,3
13145,6
13147,65
13151,267
13153,8
13157,625
13159,1
13163,2
13171,1
13175,95
13185,86
13187,83
13189,1
13191,12
13215,273
13217,2
13223,3
13225,5
13227,32
13233,9
13235,40
13237,1
13243,1
13245,415
13247,30
13249,1
13251,39
13255,2
13259,1
13261,23
13267,1
13269,51
13275,128
13277,34
13279,126
13281,15
13285,123
13291,2
13293,22
13295,33
13297,33
13299,34
13301,1
13309,18
13311,116
13313,396
13317,15
15001,335
15003,3028
15007,183
15009,312
16001,1750
16005,89
16009,3
16011,1
16013,1
16015,1
16017,13
16019,203
16021,2
16027,276
16029,28
16031,10
16033,1
16035,4
16037,8
16039,5
16043,4
16049,7
16051,2
16053,1
16055,419
16057,342
16065,36
16067,45
16069,78
16071,1
16073,7
16075,7
16077,19
16079,3
16081,1
16083,75
16085,19
16087,28
17001,43
17003,6
17005,7
17007,9
