geoname_fips,count
NULL,599900
00000,39968
01001,3
01003,82
01005,4
01007,2
01009,27
01013,14
01015,38
01017,21
01021,2
01023,16
01025,2
01031,138
01033,5
01037,1
01039,19
01043,44
01045,6
01047,16
01049,42
01051,61
01053,3
01055,5
01057,2
01059,2
01063,2
01069,228
01073,1546
01075,1
01077,19
01081,225
01083,2
01087,1
01089,1278
01091,6
01095,89
01097,470
01099,1
01101,584
01103,90
01105,2
01107,2
01109,11
01111,1
01113,23
01115,14
01117,171
01119,2
01121,5
01123,34
01125,364
01127,9
01129,14
01131,7
01133,5
02013,1
02016,2
02020,1146
02090,275
02105,24
02110,34
02122,50
02130,14
02150,4
02164,42
02170,94
02180,131
02185,6
02188,6
02195,105
02220,182
02261,20
02282,1
02290,4
04001,14
04003,417
04005,211
04007,15
04009,9
04012,12
04013,7467
04015,137
04017,23
04019,1238
04021,26
04023,9
04025,80
04027,142
05001,1
05003,4
05005,5
05007,16
05009,24
05013,16
05015,4
05019,20
05021,2
05031,13
05035,1
05037,3
05039,2
05043,1
05045,170
05047,2
05049,7
05051,104
05055,3
05057,1
05059,2
05061,2
05063,1
05065,1
05069,31
05071,1
05075,1
05077,7
05079,1
05081,2
05083,1
05085,29
05089,1
05091,2
05093,3
05097,1
05103,2
05107,1
05109,15
05111,2
05113,1
05115,11
05119,1211
05123,3
05125,2
05131,56
05135,1
05139,3
05143,815
05145,44
06001,8148
06005,10
06007,272
06009,36
06011,1
06013,3299
06015,10
06017,1198
06019,935
06021,2
06023,126
06025,1106
06027,2
06029,349
06031,57
06033,4
06035,3
06037,17099
06039,64
06041,517
06043,1
06045,119
06047,104
06051,13
06053,249
06055,274
06057,22
06059,10072
06061,564
06063,1
06065,1368
06067,2109
06069,5
06071,946
06073,5339
06075,15811
06077,1306
06079,395
06081,1819
06083,1277
06085,15238
06087,1000
06089,150
06091,4
06093,40
06095,488
06097,721
06099,451
06101,109
06103,3
06105,2
06107,132
06109,17
06111,277
06113,572
06115,7
08001,386
08003,50
08005,1872
08011,1
08013,1138
08014,48
08015,7
08019,1
08023,1
08027,1
08029,4
08031,3099
08033,1
08035,1063
08037,10
08041,636
08043,8
08045,49
08047,2
08049,18
08051,3
08055,5
08059,775
08063,6
08065,3
08067,53
08069,540
08071,15
08073,1
08075,5
08077,49
08081,4
08083,7
08085,4
08087,2
08089,16
08091,4
08095,3
08097,31
08099,2
08101,120
08103,1
08105,1
08107,13
08113,3
08117,42
08119,8
08123,149
09001,1942
09003,1908
09005,313
09007,105
09009,4166
09011,191
09013,235
09015,159
10001,123
10003,622
10005,29
11001,29102
12001,1747
12005,213
12007,1
12009,492
12011,1668
12013,14
12015,17
12017,102
12019,56
12021,36
12023,35
12027,1
12031,1627
12033,888
