geoname_fips,count
NULL,1772709
00000,61941
01001,2
01003,55
01005,12
01007,1
01009,32
01011,1
01013,30
01015,109
01017,32
01019,18
01021,3
01023,6
01025,3
01027,1
01031,62
01033,6
01035,3
01037,1
01039,6
01041,1
01043,72
01045,11
01047,36
01049,71
01051,94
01053,28
01055,4
01057,5
01059,7
01061,2
01063,1
01065,2
01069,635
01071,13
01073,4733
01075,1
01077,22
01079,1
01081,375
01083,2
01085,3
01087,2
01089,1355
01091,3
01093,1
01095,105
01097,472
01099,8
01101,770
01103,162
01105,3
01109,55
01111,1
01113,64
01115,3
01117,293
01119,2
01121,6
01123,64
01125,1342
01127,33
01129,10
01131,2
02013,3
02016,1
02020,1552
02068,1
02090,194
02105,10
02110,17
02122,62
02130,13
02150,2
02164,33
02170,228
02180,97
02185,3
02188,2
02195,1
02220,7
02240,1
02261,13
02282,6
02290,1
04001,49
04003,844
04005,149
04007,56
04009,31
04012,4
04013,16199
04015,279
04017,60
04019,1665
04021,97
04023,5
04025,258
04027,147
05001,50
05003,3
05005,39
05007,53
05009,52
05013,12
05017,1
05019,3
05021,3
05023,2
05025,2
05027,5
05031,156
05033,4
05035,5
05037,8
05041,1
05043,8
05045,172
05047,1
05051,127
05055,20
05057,2
05059,27
05063,15
05067,1
05069,32
05073,9
05077,2
05079,1
05081,45
05085,72
05087,9
05089,23
05091,11
05093,1
05103,10
05107,8
05109,23
05111,1
05113,5
05115,25
05119,2152
05123,10
05125,8
05127,2
05131,256
05133,4
05135,4
05137,10
05139,109
05141,9
05143,3915
05145,45
05149,6
06001,7254
06005,172
06007,718
06009,54
06011,17
06013,4232
06015,34
06017,617
06019,2094
06023,110
06025,1683
06027,19
06029,1057
06031,207
06033,15
06035,7
06037,49392
06039,188
06041,1911
06043,1
06045,172
06047,309
06051,25
06053,816
06055,171
06057,67
06059,13388
06061,805
06063,4
06065,4168
06067,5094
06069,1
06071,3482
06073,8237
06075,6675
06077,779
06079,893
06081,3092
06083,1446
06085,23712
06087,1180
06089,369
06091,11
06093,39
06095,1333
06097,1223
06099,1870
06101,355
06103,3
06107,370
06109,15
06111,1540
06113,752
06115,16
08001,946
08003,45
08005,1863
08011,27
08013,1847
08014,38
08015,8
08017,5
08029,14
08031,4297
08035,3022
08037,4
08041,1967
08043,44
08045,29
08049,16
08051,32
08055,10
08059,1593
08065,3
08067,108
08069,1219
08071,8
08073,18
08075,16
08077,169
08081,8
08083,13
08085,40
08087,53
08089,46
08091,3
08095,9
08097,53
08099,7
08101,353
08103,3
08107,37
08109,10
08113,22
08115,1
08117,42
08119,28
08121,1
08123,414
08125,10
09001,2496
09003,2105
09005,398
09007,113
09009,3237
09011,191
09013,337
09015,261
10001,1833
10003,949
10005,210
11001,37582
12001,1594
12003,9
12005,352
12007,4
12009,1003
12011,8955
12013,57
12015,62
12017,186
12019,106
12021,309
12023,15
12031,4433
12033,758
12035,122
12037,2
12039,19
12041,1
12043,1
12045,11
12047,2
12049,1
12051,2
12053,272
12055,25
12057,2656
12061,190
12063,8
12067,2
12069,424
12071,1320
12073,1742
12075,11
12077,1
12079,3
12081,341
12083,188
12085,24
12086,5740
12087,255
12091,24
12093,4
12095,5452
12097,481
12099,1264
12101,619
12103,1755
12105,2684
12107,22
12109,44
12111,62
