geoname_fips,count
NULL,153133
00000,8332
01003,16
01009,1
01013,3
01015,6
01017,2
01019,1
01025,1
01029,1
01031,20
01033,1
01037,1
01043,10
01045,2
01047,4
01049,6
01051,2
01055,3
01057,1
01059,2
01069,30
01073,294
01081,45
01089,290
01093,1
01095,16
01097,106
01101,167
01103,22
01105,1
01107,1
01113,1
01115,1
01117,27
01121,1
01123,7
01125,68
01127,2
01131,19
02020,227
02090,58
02105,4
02110,9
02122,6
02130,5
02150,2
02164,17
02170,16
02180,22
02185,1
02188,2
02195,7
02220,89
02261,2
02282,1
02290,8
04003,128
04005,63
04007,4
04009,4
04012,7
04013,1479
04015,66
04017,5
04019,315
04021,4
04023,3
04025,28
04027,11
05003,2
05005,5
05007,6
05009,3
05013,8
05015,1
05019,4
05021,1
05031,4
05035,2
05045,22
05051,15
05055,1
05069,2
05071,1
05077,3
05083,2
05085,1
05089,1
05093,1
05109,6
05115,12
05117,1
05119,174
05123,1
05131,11
05139,1
05143,118
05145,7
06001,1566
06005,2
06007,82
06009,18
06011,1
06013,909
06015,2
06017,191
06019,144
06021,1
06023,32
06025,204
06029,68
06031,17
06037,3843
06039,15
06041,143
06043,1
06045,32
06047,19
06051,6
06053,51
06055,30
06057,2
06059,1246
06061,118
06065,306
06067,364
06071,233
06073,1037
06075,2907
06077,126
06079,96
06081,445
06083,301
06085,4001
06087,231
06089,40
06091,2
06093,6
06095,80
06097,125
06099,43
06101,18
06105,1
06107,22
06109,1
06111,87
06113,138
06115,1
08001,73
08003,10
08005,558
08013,274
08014,8
08015,5
08029,1
08031,892
08035,216
08037,2
08041,144
08043,2
08045,7
08047,1
08049,4
08051,1
08055,1
08059,146
08063,3
08067,7
08069,115
08071,2
08075,7
08077,9
08081,1
08087,1
08089,4
08093,1
08097,6
08101,18
08105,5
08107,3
08113,3
08117,4
08119,1
08123,19
09001,388
09003,350
09005,38
09007,8
09009,817
09011,32
09013,58
09015,29
10001,19
10003,163
10005,7
11001,4550
12001,399
12005,31
12009,129
12011,290
12013,2
12015,3
12017,21
12019,29
12021,5
12023,14
12031,250
12033,123
12035,4
12045,5
12049,1
12051,2
12053,15
12055,9
12057,411
12059,1
12061,16
12063,2
12069,36
12071,57
12073,210
12075,1
12079,1
12081,71
12083,42
12085,5
12086,862
12087,4
12091,5
12093,3
12095,581
12097,23
12099,185
12101,79
12103,281
12105,249
12107,3
12109,7
12111,11
12113,25
12115,33
12117,80
12119,10
12121,17
12123,3
12127,125
12131,3
13005,4
13009,11
13013,14
13015,1
13017,9
13021,84
13025,2
13027,2
13031,16
13033,1
13043,1
13045,17
13047,6
13051,33
13055,3
13057,15
13059,79
13063,46
13067,396
13069,3
13077,28
13083,2
13089,240
13095,17
13097,3
13107,1
13113,4
13115,20
13117,5
13121,3826
13123,16
13127,2
13129,3
13135,142
13137,9
13139,24
13147,2
13151,20
13157,24
13175,4
13177,1
13185,10
13189,2
13191,5
13211,1
13215,37
13225,3
13227,6
13233,1
13235,3
13243,1
13245,168
13247,8
13251,23
13257,1
13269,1
13275,6
13277,3
13279,1
13285,12
13291,16
13293,1
13295,1
13297,2
13299,1
13305,1
13311,8
13313,26
15001,62
15003,295
15007,24
15009,44
16001,151
16005,6
16015,1
16017,1
16019,19
16027,30
16029,2
16033,1
16039,1
16049,1
16053,1
16055,32
16057,70
16065,6
16067,1
16069,10
16075,4
16077,1
16083,15
16085,1
16087,3
17001,5
17005,3
17007,3
17017,17
17019,320
17021,17
17025,3
17029,11
17031,9298
17037,16
17043,917
17049,2
17057,1
17059,4
17063,1
17073,2
17077,26
17081,6
17083,1
17085,1
17089,50
17091,3
17095,6
17097,140
17099,6
17101,2
17103,3
17107,2
17109,33
17111,53
17113,74
17115,5
17117,3
17119,52
17123,1
17129,1
17133,5
17137,2
17139,8
17143,60
17149,1
17157,5
17161,29
17163,46
17165,2
17167,309
17171,14
17177,3
17179,11
17181,1
17183,1
17193,3
17197,43
17199,1
17201,29
17203,5
18003,25
18005,8
18011,3
18013,1
18015,2
18019,7
18021,1
18023,3
18029,3
18035,41
18037,1
18039,7
18043,3
18045,1
18049,2
18053,9
18055,1
18057,95
18059,8
18061,1
18063,1
18067,33
18069,1
18071,3
18073,1
18077,3
18081,23
18083,4
18085,10
18089,20
18091,8
18095,5
18097,917
18103,13
18105,256
18107,8
18113,11
18121,14
18127,32
18133,30
18141,88
18149,1
18151,3
18157,132
18163,65
18167,44
18169,2
18173,3
18177,7
18179,3
19009,3
19011,46
19013,22
19015,2
19017,3
19019,1
19021,2
19025,4
19027,1
19033,15
19041,2
19043,4
19045,1
19049,23
19053,2
19057,8
19061,9
19063,1
19067,1
19073,2
19075,1
