geoname_fips,count
NULL,32080
00000,1532
01003,4
01015,2
01021,1
01043,1
01047,1
01069,7
01073,53
01081,10
01083,1
01089,52
01095,2
01097,8
01101,25
01103,2
01109,1
01117,6
01125,9
01133,1
02020,30
02090,13
02105,3
02110,6
02122,1
02164,7
02170,5
02180,21
02185,1
02220,7
04003,21
04005,17
04007,1
04013,280
04015,33
04019,88
04021,2
04025,7
04027,1
05005,1
05007,2
05009,1
05015,1
05019,3
05035,1
05045,6
05047,3
05051,1
05063,1
05079,1
05109,1
05115,2
05119,29
05131,5
05139,1
05143,20
06001,376
06007,14
06009,1
06011,1
06013,154
06015,1
06017,52
06019,20
06023,7
06025,34
06027,1
06029,14
06037,968
06039,5
06041,19
06045,2
06047,3
06051,1
06053,10
06055,5
06059,234
06061,16
06065,43
06067,54
06071,58
06073,191
06075,480
06077,12
06079,18
06081,79
06083,60
06085,863
06087,29
06089,1
06095,8
06097,21
06099,11
06101,1
06107,4
06111,16
06113,31
08001,4
08003,4
08005,68
08013,51
08014,1
08031,94
08035,33
08041,30
08043,1
08045,2
08059,15
08067,2
08069,19
08075,1
08077,1
08089,1
08101,3
08117,1
08123,2
09001,69
09003,67
09005,11
09007,5
09009,60
09011,5
09013,5
09015,4
10001,6
10003,32
10005,3
11001,893
12001,63
12005,1
12009,16
12011,83
12017,5
12019,9
12023,3
12031,52
12033,26
12035,1
12045,1
12053,3
12055,2
12057,90
12059,1
12061,2
12063,2
12069,1
12071,9
12073,37
12081,8
12083,2
12085,1
12086,179
12087,4
12095,105
12097,6
12099,31
12101,31
12103,54
12105,24
12109,1
12111,2
12113,3
12115,6
12117,22
12119,2
12121,1
12127,16
12131,3
13009,1
13013,1
13021,14
13031,1
13039,1
13045,4
13047,1
13051,7
13057,2
13059,10
13063,8
13067,59
13073,1
13077,4
13081,1
13089,33
13095,4
13105,1
13113,1
13115,2
13121,664
13123,1
13127,1
13133,1
13135,21
13137,1
13139,2
13147,1
13151,3
13153,2
13157,1
13175,1
13179,1
13185,1
13215,3
13225,1
13245,14
13247,1
13251,5
13257,1
13269,1
13275,1
13277,1
13285,5
13291,1
13295,1
13311,3
13313,5
15001,25
15003,63
15007,3
15009,8
16001,29
16005,5
16011,1
16027,5
16029,1
16039,1
16055,2
16057,20
16065,3
16069,1
16077,2
16083,2
16087,1
17001,3
17005,2
17017,3
17019,59
17021,3
17029,2
17031,2089
17037,1
17043,103
17057,1
17059,1
17077,2
17081,2
17089,6
17093,1
17095,2
17097,17
17103,2
17105,1
17109,1
17111,7
17113,11
17119,10
17121,1
17133,1
17143,8
17161,6
17163,7
17167,76
17179,7
17193,1
17197,4
17201,5
17203,4
18001,1
18003,1
18005,2
18011,3
18013,1
18019,1
18023,1
18035,12
18037,1
18049,1
18053,1
18057,24
18059,1
18061,1
18063,2
18067,9
18081,3
18083,1
18089,4
18091,1
18095,1
18097,168
18101,1
18103,1
18105,44
18107,1
18113,2
18121,1
18127,2
18133,6
18141,4
18145,1
18157,15
18163,26
18167,5
18173,1
18177,1
18179,1
19013,9
19021,1
19025,1
19031,1
19033,2
19041,1
19043,1
19045,2
19049,4
19051,1
19057,5
19061,2
19077,1
19079,1
19081,1
19097,1
19099,2
19101,3
19103,12
19105,1
19109,1
19113,14
19125,2
19147,1
19151,2
19153,37
19155,2
19157,2
19163,9
19165,1
19169,16
19171,1
19175,4
19181,1
19183,2
19193,5
20005,1
20009,1
20011,1
20015,1
20045,27
20051,4
20057,1
20067,2
20079,1
20087,1
20091,34
20097,1
20099,1
20103,3
20117,3
20121,1
20125,1
20127,1
20137,5
20149,1
20155,1
20161,6
20165,2
20173,13
20175,1
20177,24
20209,21
21009,1
21015,1
21021,1
21035,3
21037,1
21043,1
21047,1
21055,1
21059,13
21067,48
21073,3
21083,1
21093,8
21111,47
21117,2
21119,3
21121,1
21125,1
21145,3
21151,2
21167,6
21173,1
21177,3
21187,1
21205,4
21207,3
21217,1
21225,2
21227,4
21231,1
21239,5
22003,1
22005,4
22007,1
22015,2
22017,35
22019,5
22033,54
22045,1
22051,4
22055,17
22057,1
22061,3
22067,1
22069,1
22071,39
22073,7
22077,1
22079,6
22083,1
22089,1
22103,6
22105,4
23001,4
23003,3
23005,14
23009,1
23011,4
23015,2
23017,5
23019,20
23025,1
23029,1
23031,21
24003,65
24005,17
24009,3
24013,3
24015,5
24017,1
24019,3
24021,8
24025,2
24027,6
24031,98
24033,35
24037,3
24041,5
24043,3
24045,4
24510,56
25001,4
25003,12
25005,4
25009,19
25013,12
25015,26
25017,196
25021,284
25023,5
25025,246
25027,53
26005,3
26007,1
26013,9
26015,1
26017,6
26021,4
26023,1
26025,7
26029,50
26033,4
26043,2
26047,7
26049,35
26053,1
26055,7
26057,2
26059,2
26061,11
26063,2
26065,57
26073,8
26075,5
26077,29
26081,17
26087,2
26091,1
26093,4
26099,94
26103,12
26107,3
26111,6
26115,2
26117,1
26121,6
26123,3
26125,309
26127,1
26129,1
26139,7
26145,3
26147,11
26159,6
26161,105
26163,133
26165,7
27003,8
27013,6
27015,3
27019,1
27025,1
27027,2
27031,1
27035,4
27037,24
27049,1
27053,293
27069,2
27079,2
27085,2
27103,1
27109,16
27123,59
27131,12
27137,24
27139,1
27141,1
27145,6
27147,4
27163,4
27169,5
27171,3
27173,2
28025,1
28035,2
28037,1
28043,1
28047,4
28049,30
28059,2
28071,4
28081,1
28087,2
28089,1
28105,3
28135,1
28145,1
28151,1
29001,5
29019,20
29021,2
29031,2
29043,1
29047,5
29051,2
29055,1
29071,20
29077,19
29095,61
29099,2
29101,2
29109,9
29113,4
29131,1
29143,24
29155,1
29157,3
29159,5
29161,3
29163,1
29169,1
29183,7
29189,26
29201,1
29207,2
29217,1
29219,1
29510,95
30019,5
30029,2
30031,7
30049,13
30063,13
30105,1
30111,3
31001,1
31019,10
31045,1
31053,1
31055,57
31079,2
31081,1
31105,4
31109,35
31119,1
31141,1
31157,4
31159,1
31177,1
32001,1
32003,73
32005,1
32023,11
32031,28
32510,4
33001,17
33003,8
33005,1
33007,1
33009,20
33011,20
33013,1
33015,14
33017,16
34001,8
34003,55
34005,7
34007,18
34009,1
34011,2
34013,2621
34015,1
34017,27
34021,41
34023,50
34025,80
34027,212
34029,20
34031,11
34035,29
34039,27
34041,1
35001,66
35009,2
35013,1
35015,3
35025,1
35027,1
35028,1
35031,3
35037,4
35041,1
35043,1
35049,4
35053,3
35059,1
35061,1
36001,38
36003,2
36005,5
36007,11
36009,1
36011,2
36013,11
36015,5
36017,6
36019,4
36021,2
36023,12
36025,4
36027,21
36029,275
36031,2
36035,3
36037,2
36039,3
36043,4
36045,2
36047,55
36051,1
36053,6
36055,66
36057,8
36059,60
36063,5
36065,14
36067,35
36069,4
36071,67
36073,1
36075,2
36079,5
36081,94
36083,11
36085,48
36087,8
36089,2
36091,5
36093,13
36101,8
36103,75
36105,5
36109,42
36111,16
36113,1
36117,3
36119,47
37001,2
37007,1
37009,2
37017,1
37021,10
37023,1
37025,12
37031,1
37035,4
37037,12
37041,1
37045,1
37051,5
37059,2
37063,41
37067,15
37069,1
37071,4
37077,4
37081,15
37083,1
37087,1
37089,3
37097,5
37099,1
37107,2
37109,1
37111,1
37119,69
37127,10
37129,1
37133,2
37135,15
37147,8
37157,1
37159,5
37163,1
37165,1
37167,3
37175,6
37179,3
37181,3
37183,102
37189,2
37191,5
37195,1
37197,3
38015,10
38017,16
38019,1
38021,1
38031,4
38067,1
38101,3
38105,1
39001,1
39003,11
39005,2
39009,4
39013,3
39015,1
39017,10
39023,2
39027,1
39033,1
39035,90
39041,5
39043,3
39045,2
39049,162
39055,1
39057,10
39061,132
39063,3
39065,1
39075,1
39081,1
39083,3
39085,5
39087,6
39089,8
39093,6
39095,45
39099,6
39101,6
39103,5
39109,2
39111,1
39113,27
39119,1
39129,1
39133,11
39137,1
39139,5
39141,8
39143,1
39145,2
39147,1
39149,1
39151,8
39153,19
39155,7
39157,1
39159,10
39165,6
39169,5
39173,7
39175,1
40009,3
40019,1
40021,1
40027,6
40031,1
40037,1
40039,1
40047,1
40063,1
40065,2
40073,2
40075,1
40081,1
40089,1
40097,1
40099,2
40103,1
40109,57
40111,3
40119,10
40125,11
40127,1
40131,1
40133,1
40143,41
40147,29
41003,69
41005,7
41007,1
41009,9
41011,2
41017,6
41019,1
41025,1
41027,1
41029,15
41035,2
41039,27
41041,1
41043,2
41047,7
41051,138
41065,1
41067,40
41071,2
42001,3
42003,217
42007,1
42011,8
42015,1
42017,69
42019,12
42021,2
42025,5
42027,22
42029,18
42031,1
42035,2
42039,3
42041,12
42043,12
42045,26
42049,11
42051,2
42059,2
42063,10
42069,3
42071,10
42077,44
42079,17
42081,9
42085,3
42089,5
42091,65
42095,25
42097,3
42101,129
42103,12
42105,2
42109,1
42111,2
42115,1
42117,1
42119,1
42121,2
42125,1
42127,1
42129,6
42133,11
44003,5
44005,21
44007,73
44009,2
45003,2
45005,1
45007,4
45013,7
45019,13
45021,1
45025,1
45029,3
