geoname_fips,count
NULL,8849
00000,444
01031,2
01039,1
01043,2
01055,1
01069,1
01073,19
01081,1
01089,20
01095,1
01097,1
01101,9
01125,4
02020,32
02090,2
02110,1
02164,2
02180,16
02220,1
04003,2
04005,4
04013,42
04015,1
04019,30
04021,1
04027,1
05007,1
05031,1
05045,1
05069,1
05109,1
05119,8
05143,8
06001,99
06007,3
06009,2
06013,16
06017,8
06019,4
06023,1
06025,8
06031,1
06037,206
06039,3
06041,2
06045,3
06047,1
06053,1
06055,1
06059,49
06061,5
06065,21
06067,21
06071,15
06073,40
06075,79
06077,3
06079,8
06081,40
06083,15
06085,188
06087,24
06095,1
06099,5
06101,2
06107,1
06111,8
06113,5
08001,2
08003,1
08005,15
08013,11
08031,27
08035,12
08041,9
08059,3
08067,1
08069,6
08077,1
08101,2
08123,2
09001,14
09003,24
09005,2
09007,1
09009,13
09011,2
09013,8
09015,1
10001,2
10003,3
11001,237
12001,31
12005,1
12009,4
12011,18
12017,1
12019,1
12021,1
12031,12
12033,6
12053,2
12055,2
12057,12
12069,2
12073,11
12081,6
12086,70
12091,1
12095,21
12099,7
12101,6
12103,11
12105,9
12113,2
12117,16
12121,1
12127,4
12131,2
13009,1
13015,1
13021,4
13025,1
13031,1
13045,1
13051,1
13057,1
13059,2
13063,4
13067,9
13089,3
13095,2
13113,1
13121,117
13123,1
13135,11
13151,2
13153,1
13161,1
13185,2
13215,1
13245,5
13251,2
13261,1
13285,1
13313,2
15001,1
15003,15
15009,2
16001,11
16019,1
16027,1
16055,2
16057,4
16065,1
16067,1
16077,1
17001,1
17005,1
17019,9
17025,1
17029,1
17031,916
17043,22
17077,3
17089,3
17097,1
17109,4
17111,3
17113,4
17119,6
17143,3
17161,6
17163,2
17167,28
17193,1
17201,1
17203,1
18001,1
18003,1
18011,1
18031,1
18033,1
18035,1
18039,1
18057,5
18067,2
18077,1
18081,4
18089,1
18091,1
18097,44
18103,1
18105,15
18141,1
18157,8
18163,3
18167,7
18173,1
19011,1
19045,1
19049,1
19077,1
19103,2
19109,3
19111,1
19113,7
19139,4
19153,11
19157,1
19163,1
19169,27
19171,1
19183,1
19193,1
20015,1
20037,1
20045,5
20051,1
20067,1
20091,6
20113,1
20137,5
20161,6
20173,2
20177,3
20209,2
21009,2
21015,1
21037,1
21047,1
21059,1
21067,10
21071,1
21073,1
21077,1
21083,2
21093,1
21111,11
21117,2
21119,1
21145,1
21167,3
21179,1
21205,3
21227,1
21229,1
21239,1
22005,1
22017,2
22033,9
22051,1
22055,4
22071,11
22073,4
22079,1
22103,2
22105,10
23005,3
23017,1
23019,8
23031,11
24001,1
24003,20
24005,3
24015,2
24021,5
24025,1
24031,14
24033,10
24037,1
24045,1
24510,16
25001,3
25003,3
25005,1
25009,7
25013,5
25015,7
25017,49
25021,51
25025,58
25027,26
26005,5
26013,1
26017,5
26021,1
26023,2
26025,1
26029,12
26043,1
26047,1
26049,3
26051,2
26055,4
26057,1
26059,2
26061,14
26063,1
26065,16
26073,2
26075,2
26077,4
26081,4
26091,1
26093,1
26099,79
26103,3
26111,23
26117,1
26121,2
26123,2
26125,84
26139,2
26145,1
26147,3
26161,32
26163,17
26165,3
27003,2
27037,3
27053,82
27091,1
27109,6
27123,43
27131,1
27135,1
27137,4
27145,1
27147,4
27169,1
27171,1
28035,2
28037,1
28045,1
28047,1
28049,14
28107,1
28139,1
28161,1
29001,2
29019,13
29029,1
29047,1
29071,4
29077,5
29095,10
29097,1
29121,1
29143,9
29145,1
29159,2
29161,1
29183,3
29185,1
29189,9
29195,1
29201,1
29217,4
29510,22
30013,1
30031,3
30041,1
30047,1
30063,4
31019,1
31055,23
31109,10
31153,1
31157,1
32003,5
32019,1
32023,3
32031,3
33001,2
33003,1
33007,3
33009,1
33011,22
33015,3
34001,1
34003,16
34005,1
34007,6
34009,2
34011,3
34013,837
34017,6
34021,13
34023,8
34025,29
34027,63
34029,5
34031,3
34035,11
34039,3
35001,53
35006,3
35013,4
35015,2
35025,4
35037,1
35049,3
36001,13
36005,1
36007,4
36011,1
36013,3
36015,1
36023,2
36027,2
36029,22
36031,1
36035,3
36047,27
36055,24
36057,1
36059,14
36063,1
36065,6
36067,14
36069,1
36071,7
36081,24
36083,5
36085,3
36087,2
36089,1
36091,2
36093,1
36101,2
36103,29
36109,4
36111,2
36113,2
36117,4
36119,14
36123,3
37001,2
37009,1
37019,1
37021,2
37035,1
37037,4
37047,1
37051,4
37057,1
37059,1
37063,9
37067,1
37069,1
37071,3
37081,8
37083,3
37087,1
37097,1
37099,2
37119,23
37127,1
37129,3
37133,3
37135,2
37147,9
37159,1
37167,1
37171,2
37183,40
37189,2
38015,4
38017,11
38067,10
38093,1
39003,4
39005,2
39007,2
39009,3
39011,3
39017,3
39023,9
39033,1
39035,33
39041,1
39049,52
39055,1
39057,4
39061,32
39083,1
39085,2
39087,3
39089,2
39093,2
39095,19
39099,2
39101,2
39107,1
39109,3
39113,9
39117,1
39131,3
39133,2
39139,2
39147,3
39151,3
39153,7
39159,1
39169,1
40009,3
40027,2
40081,1
40085,1
40087,1
40109,5
40119,2
40125,6
40143,9
40147,4
41003,19
41005,3
41009,2
41011,4
41017,2
41027,1
41029,3
41035,2
41039,11
41041,1
41043,1
41047,3
41051,20
41067,44
42001,1
42003,51
42017,19
42019,8
42025,1
42027,8
42029,4
42039,3
42041,2
42043,4
42045,8
42047,2
42049,1
42059,2
42061,1
42069,2
42071,2
42077,107
42079,5
42081,2
42083,1
42085,1
42091,17
42095,3
42101,41
42105,1
42109,1
42119,2
42121,1
42129,2
42133,3
44005,4
44007,24
44009,4
45001,1
45005,1
45013,1
45015,1
45019,3
45043,2
45045,16
45051,2
45063,1
45073,1
45079,4
45083,4
45091,1
46013,1
46065,1
46099,2
47001,1
47009,1
47017,1
47031,2
47037,18
47051,3
47063,2
47065,2
47093,18
47119,1
47125,2
47157,12
47163,1
47177,1
47179,1
47187,3
48009,1
48027,8
48029,29
48039,1
48041,8
48049,1
48061,5
48073,1
48085,27
48099,1
48113,138
48121,2
48135,1
48141,4
48167,17
48177,2
48181,1
48183,1
48201,47
48209,3
48215,5
48217,1
48245,3
48287,1
48303,2
48309,1
48329,1
48333,1
48339,2
48355,2
48361,1
48367,3
48371,1
48375,1
48377,1
48439,25
48441,1
48453,38
48471,2
48473,1
48479,2
48485,3
48491,7
48503,1
49005,2
49035,25
49039,1
49049,21
49053,3
49057,7
50005,1
50007,10
50023,4
50025,2
51013,6
51027,1
51037,1
51041,1
51059,105
51075,1
51099,1
51107,359
51113,1
51121,6
51153,4
51165,1
51171,1
51510,11
51540,12
51600,13
51610,1
51650,1
51660,1
51680,2
51683,2
51700,1
51710,9
51760,14
51770,1
51810,12
51820,5
51840,2
53005,2
53007,1
53009,1
53011,9
53027,1
53029,2
53033,129
53039,1
53049,1
53053,5
53057,1
53061,6
53063,1
53067,8
53073,7
53075,3
53077,1
54003,1
54027,1
54031,2
54039,1
54061,5
54067,1
54069,1
55005,1
55009,4
55013,1
55025,23
55027,1
55035,12
55039,1
55043,2
55049,1
55055,1
55057,1
55059,9
55063,1
55071,10
55073,1
55075,1
55079,11
55087,8
55089,2
55093,2
55101,2
55117,3
55133,3
55139,3
56005,1
56007,1
56015,1
56039,6
56041,1
