geoname_fips,count
NULL,2169459
00000,81242
01001,3
01003,70
01005,13
01007,1
01009,57
01011,5
01013,6
01015,185
01017,69
01019,9
01021,2
01023,21
01027,1
01029,1
01031,53
01033,10
01035,3
01037,1
01039,8
01041,5
01043,40
01045,12
01047,11
01049,71
01051,140
01053,62
01055,4
01057,3
01059,2
01061,2
01063,1
01065,1
01069,1217
01071,13
01073,2849
01075,1
01077,36
01079,1
01081,650
01083,5
01085,6
01087,3
01089,2194
01091,6
01093,2
01095,183
01097,824
01099,25
01101,1234
01103,194
01105,2
01107,1
01109,105
01111,2
01113,49
01115,18
01117,336
01119,5
01121,12
01123,82
01125,727
01127,48
01129,18
02013,1
02020,2115
02068,1
02090,402
02105,12
02110,36
02122,65
02130,33
02150,14
02164,45
02170,253
02180,137
02185,2
02188,1
02195,11
02220,95
02240,2
02261,20
02282,112
04001,174
04003,565
04005,466
04007,59
04009,54
04012,13
04013,20984
04015,551
04017,118
04019,2914
04021,163
04023,13
04025,332
04027,293
05001,1
05003,4
05005,15
05007,29
05009,72
05013,18
05015,1
05017,2
05019,23
05023,2
05025,1
05027,14
05031,224
05033,2
05035,3
05037,2
05041,1
05043,4
05045,369
05047,1
05049,5
05051,190
05053,1
05055,11
05057,1
05059,18
05063,26
05069,107
05073,9
05077,9
05079,5
05085,98
05087,9
05089,29
05091,14
05093,2
05103,9
05107,8
05109,70
05113,1
05115,50
05119,3631
05123,8
05125,7
05127,3
05131,316
05133,1
05135,5
05137,24
05139,46
05143,1596
05145,56
05149,17
06001,12507
06003,1
06005,23
06007,549
06009,113
06011,20
06013,5192
06015,24
06017,640
06019,2893
06021,1
06023,114
06025,2961
06027,13
06029,1292
06031,219
06033,18
06035,100
06037,48117
06039,198
06041,1568
06043,1
06045,219
06047,371
06051,25
06053,1174
06055,471
06057,36
06059,23661
06061,1415
06063,7
06065,4519
06067,7220
06069,5
06071,3479
06073,13898
06075,19557
06077,1008
06079,1195
06081,3689
06083,2421
06085,26161
06087,1562
06089,440
06091,11
06093,47
06095,879
06097,1770
06099,1185
06101,262
06103,3
06105,4
06107,322
06109,28
06111,969
06113,1140
06115,16
08001,712
08003,57
08005,2192
08007,2
08011,7
08013,2193
08014,34
08015,8
08017,4
08029,20
08031,4434
08033,1
08035,5020
08037,18
08039,1
08041,2656
08043,53
08045,44
08047,3
08049,47
08051,62
08053,2
08055,3
08057,1
08059,1978
08063,1
08065,8
08067,125
08069,1477
08071,14
08073,8
08075,30
08077,215
08081,4
08083,10
08085,72
08087,21
08089,50
08091,7
08093,1
08095,12
08097,156
08101,314
08107,47
08109,1
08113,55
08117,105
08119,14
08123,589
08125,11
09001,3760
09003,5804
09005,760
09007,247
09009,5183
09011,296
09013,724
09015,302
10001,201
10003,1010
10005,324
11001,46218
12001,3329
12003,29
12005,396
12007,2
12009,1631
12011,9285
12013,78
12015,25
12017,193
12019,155
12021,236
12023,52
12027,1
12031,4190
12033,1681
12035,335
12037,1
12039,16
12043,2
12045,5
12047,1
12051,2
12053,556
